"features","Compartment","Channel","Measure"
"Cells_Mean_LargeBODIPYObjects_AreaShape_Zernike_6_4","Cells","BODIPYRNA","Location/Shape/Size/
Neighbor/Count"
"Cells_Mean_LargeBODIPYObjects_AreaShape_Zernike_6_6","Cells","BODIPYRNA","Location/Shape/Size/
Neighbor/Count"
"Cells_Mean_LargeBODIPYObjects_AreaShape_Zernike_7_1","Cells","BODIPYRNA","Location/Shape/Size/
Neighbor/Count"
"Cells_Mean_LargeBODIPYObjects_AreaShape_Zernike_7_3","Cells","BODIPYRNA","Location/Shape/Size/
Neighbor/Count"
"Cells_Mean_LargeBODIPYObjects_AreaShape_Zernike_7_5","Cells","BODIPYRNA","Location/Shape/Size/
Neighbor/Count"
"Cells_Mean_LargeBODIPYObjects_AreaShape_Zernike_7_7","Cells","BODIPYRNA","Location/Shape/Size/
Neighbor/Count"
"Cells_Mean_LargeBODIPYObjects_AreaShape_Zernike_8_0","Cells","BODIPYRNA","Location/Shape/Size/
Neighbor/Count"
"Cells_Mean_LargeBODIPYObjects_AreaShape_Zernike_8_2","Cells","BODIPYRNA","Location/Shape/Size/
Neighbor/Count"
"Cells_Mean_LargeBODIPYObjects_AreaShape_Zernike_8_4","Cells","BODIPYRNA","Location/Shape/Size/
Neighbor/Count"
"Cells_Mean_LargeBODIPYObjects_AreaShape_Zernike_8_6","Cells","BODIPYRNA","Location/Shape/Size/
Neighbor/Count"
"Cells_Mean_LargeBODIPYObjects_AreaShape_Zernike_8_8","Cells","BODIPYRNA","Location/Shape/Size/
Neighbor/Count"
"Cells_Mean_LargeBODIPYObjects_AreaShape_Zernike_9_1","Cells","BODIPYRNA","Location/Shape/Size/
Neighbor/Count"
"Cells_Mean_LargeBODIPYObjects_AreaShape_Zernike_9_3","Cells","BODIPYRNA","Location/Shape/Size/
Neighbor/Count"
"Cells_Mean_LargeBODIPYObjects_AreaShape_Zernike_9_5","Cells","BODIPYRNA","Location/Shape/Size/
Neighbor/Count"
"Cells_Mean_LargeBODIPYObjects_AreaShape_Zernike_9_7","Cells","BODIPYRNA","Location/Shape/Size/
Neighbor/Count"
"Cells_Mean_LargeBODIPYObjects_AreaShape_Zernike_9_9","Cells","BODIPYRNA","Location/Shape/Size/
Neighbor/Count"
"Cells_Mean_LargeBODIPYObjects_Correlation_Correlation_AGP_BODIPYRNA","Cells","BODIPYRNA","Correlation"
"Cells_Mean_LargeBODIPYObjects_Correlation_Correlation_AGP_DNA","Cells","BODIPYRNA","Correlation"
"Cells_Mean_LargeBODIPYObjects_Correlation_Correlation_AGP_Mito","Cells","BODIPYRNA","Correlation"
"Cells_Mean_LargeBODIPYObjects_Correlation_Correlation_BODIPYRNA_DNA","Cells","BODIPYRNA","Correlation"
"Cells_Mean_LargeBODIPYObjects_Correlation_Correlation_BODIPYRNA_Mito","Cells","BODIPYRNA","Correlation"
"Cells_Mean_LargeBODIPYObjects_Correlation_Correlation_DNA_Mito","Cells","BODIPYRNA","Correlation"
"Cells_Mean_LargeBODIPYObjects_Correlation_Costes_AGP_BODIPYRNA","Cells","BODIPYRNA","Correlation"
"Cells_Mean_LargeBODIPYObjects_Correlation_Costes_AGP_DNA","Cells","BODIPYRNA","Correlation"
"Cells_Mean_LargeBODIPYObjects_Correlation_Costes_AGP_Mito","Cells","BODIPYRNA","Correlation"
"Cells_Mean_LargeBODIPYObjects_Correlation_Costes_BODIPYRNA_AGP","Cells","BODIPYRNA","Correlation"
"Cells_Mean_LargeBODIPYObjects_Correlation_Costes_BODIPYRNA_DNA","Cells","BODIPYRNA","Correlation"
"Cells_Mean_LargeBODIPYObjects_Correlation_Costes_BODIPYRNA_Mito","Cells","BODIPYRNA","Correlation"
"Cells_Mean_LargeBODIPYObjects_Correlation_Costes_DNA_AGP","Cells","BODIPYRNA","Correlation"
"Cells_Mean_LargeBODIPYObjects_Correlation_Costes_DNA_BODIPYRNA","Cells","BODIPYRNA","Correlation"
"Cells_Mean_LargeBODIPYObjects_Correlation_Costes_DNA_Mito","Cells","BODIPYRNA","Correlation"
"Cells_Mean_LargeBODIPYObjects_Correlation_Costes_Mito_AGP","Cells","BODIPYRNA","Correlation"
"Cells_Mean_LargeBODIPYObjects_Correlation_Costes_Mito_BODIPYRNA","Cells","BODIPYRNA","Correlation"
"Cells_Mean_LargeBODIPYObjects_Correlation_Costes_Mito_DNA","Cells","BODIPYRNA","Correlation"
"Cells_Mean_LargeBODIPYObjects_Correlation_K_AGP_BODIPYRNA","Cells","BODIPYRNA","Correlation"
"Cells_Mean_LargeBODIPYObjects_Correlation_K_AGP_DNA","Cells","BODIPYRNA","Correlation"
"Cells_Mean_LargeBODIPYObjects_Correlation_K_AGP_Mito","Cells","BODIPYRNA","Correlation"
"Cells_Mean_LargeBODIPYObjects_Correlation_K_BODIPYRNA_AGP","Cells","BODIPYRNA","Correlation"
"Cells_Mean_LargeBODIPYObjects_Correlation_K_BODIPYRNA_DNA","Cells","BODIPYRNA","Correlation"
"Cells_Mean_LargeBODIPYObjects_Correlation_K_BODIPYRNA_Mito","Cells","BODIPYRNA","Correlation"
"Cells_Mean_LargeBODIPYObjects_Correlation_K_DNA_AGP","Cells","BODIPYRNA","Correlation"
"Cells_Mean_LargeBODIPYObjects_Correlation_K_DNA_BODIPYRNA","Cells","BODIPYRNA","Correlation"
"Cells_Mean_LargeBODIPYObjects_Correlation_K_DNA_Mito","Cells","BODIPYRNA","Correlation"
"Cells_Mean_LargeBODIPYObjects_Correlation_K_Mito_AGP","Cells","BODIPYRNA","Correlation"
"Cells_Mean_LargeBODIPYObjects_Correlation_K_Mito_BODIPYRNA","Cells","BODIPYRNA","Correlation"
"Cells_Mean_LargeBODIPYObjects_Correlation_K_Mito_DNA","Cells","BODIPYRNA","Correlation"
"Cells_Mean_LargeBODIPYObjects_Correlation_Manders_AGP_BODIPYRNA","Cells","BODIPYRNA","Correlation"
"Cells_Mean_LargeBODIPYObjects_Correlation_Manders_AGP_DNA","Cells","BODIPYRNA","Correlation"
"Cells_Mean_LargeBODIPYObjects_Correlation_Manders_AGP_Mito","Cells","BODIPYRNA","Correlation"
"Cells_Mean_LargeBODIPYObjects_Correlation_Manders_BODIPYRNA_AGP","Cells","BODIPYRNA","Correlation"
"Cells_Mean_LargeBODIPYObjects_Correlation_Manders_BODIPYRNA_DNA","Cells","BODIPYRNA","Correlation"
"Cells_Mean_LargeBODIPYObjects_Correlation_Manders_BODIPYRNA_Mito","Cells","BODIPYRNA","Correlation"
"Cells_Mean_LargeBODIPYObjects_Correlation_Manders_DNA_AGP","Cells","BODIPYRNA","Correlation"
"Cells_Mean_LargeBODIPYObjects_Correlation_Manders_DNA_BODIPYRNA","Cells","BODIPYRNA","Correlation"
"Cells_Mean_LargeBODIPYObjects_Correlation_Manders_DNA_Mito","Cells","BODIPYRNA","Correlation"
"Cells_Mean_LargeBODIPYObjects_Correlation_Manders_Mito_AGP","Cells","BODIPYRNA","Correlation"
"Cells_Mean_LargeBODIPYObjects_Correlation_Manders_Mito_BODIPYRNA","Cells","BODIPYRNA","Correlation"
"Cells_Mean_LargeBODIPYObjects_Correlation_Manders_Mito_DNA","Cells","BODIPYRNA","Correlation"
"Cells_Mean_LargeBODIPYObjects_Correlation_Overlap_AGP_BODIPYRNA","Cells","BODIPYRNA","Correlation"
"Cells_Mean_LargeBODIPYObjects_Correlation_Overlap_AGP_DNA","Cells","BODIPYRNA","Correlation"
"Cells_Mean_LargeBODIPYObjects_Correlation_Overlap_AGP_Mito","Cells","BODIPYRNA","Correlation"
"Cells_Mean_LargeBODIPYObjects_Correlation_Overlap_BODIPYRNA_DNA","Cells","BODIPYRNA","Correlation"
"Cells_Mean_LargeBODIPYObjects_Correlation_Overlap_BODIPYRNA_Mito","Cells","BODIPYRNA","Correlation"
"Cells_Mean_LargeBODIPYObjects_Correlation_Overlap_DNA_Mito","Cells","BODIPYRNA","Correlation"
"Cells_Mean_LargeBODIPYObjects_Correlation_RWC_AGP_BODIPYRNA","Cells","BODIPYRNA","Correlation"
"Cells_Mean_LargeBODIPYObjects_Correlation_RWC_AGP_DNA","Cells","BODIPYRNA","Correlation"
"Cells_Mean_LargeBODIPYObjects_Correlation_RWC_AGP_Mito","Cells","BODIPYRNA","Correlation"
"Cells_Mean_LargeBODIPYObjects_Correlation_RWC_BODIPYRNA_AGP","Cells","BODIPYRNA","Correlation"
"Cells_Mean_LargeBODIPYObjects_Correlation_RWC_BODIPYRNA_DNA","Cells","BODIPYRNA","Correlation"
"Cells_Mean_LargeBODIPYObjects_Correlation_RWC_BODIPYRNA_Mito","Cells","BODIPYRNA","Correlation"
"Cells_Mean_LargeBODIPYObjects_Correlation_RWC_DNA_AGP","Cells","BODIPYRNA","Correlation"
"Cells_Mean_LargeBODIPYObjects_Correlation_RWC_DNA_BODIPYRNA","Cells","BODIPYRNA","Correlation"
"Cells_Mean_LargeBODIPYObjects_Correlation_RWC_DNA_Mito","Cells","BODIPYRNA","Correlation"
"Cells_Mean_LargeBODIPYObjects_Correlation_RWC_Mito_AGP","Cells","BODIPYRNA","Correlation"
"Cells_Mean_LargeBODIPYObjects_Correlation_RWC_Mito_BODIPYRNA","Cells","BODIPYRNA","Correlation"
"Cells_Mean_LargeBODIPYObjects_Correlation_RWC_Mito_DNA","Cells","BODIPYRNA","Correlation"
"Cells_Mean_LargeBODIPYObjects_Granularity_10_AGP","Cells","BODIPYRNA","Granularity"
"Cells_Mean_LargeBODIPYObjects_Granularity_10_BODIPYRNA","Cells","BODIPYRNA","Granularity"
"Cells_Mean_LargeBODIPYObjects_Granularity_10_DNA","Cells","BODIPYRNA","Granularity"
"Cells_Mean_LargeBODIPYObjects_Granularity_10_Mito","Cells","BODIPYRNA","Granularity"
"Cells_Mean_LargeBODIPYObjects_Granularity_11_AGP","Cells","BODIPYRNA","Granularity"
"Cells_Mean_LargeBODIPYObjects_Granularity_11_BODIPYRNA","Cells","BODIPYRNA","Granularity"
"Cells_Mean_LargeBODIPYObjects_Granularity_11_DNA","Cells","BODIPYRNA","Granularity"
"Cells_Mean_LargeBODIPYObjects_Granularity_11_Mito","Cells","BODIPYRNA","Granularity"
"Cells_Mean_LargeBODIPYObjects_Granularity_12_AGP","Cells","BODIPYRNA","Granularity"
"Cells_Mean_LargeBODIPYObjects_Granularity_12_BODIPYRNA","Cells","BODIPYRNA","Granularity"
"Cells_Mean_LargeBODIPYObjects_Granularity_12_DNA","Cells","BODIPYRNA","Granularity"
"Cells_Mean_LargeBODIPYObjects_Granularity_12_Mito","Cells","BODIPYRNA","Granularity"
"Cells_Mean_LargeBODIPYObjects_Granularity_13_AGP","Cells","BODIPYRNA","Granularity"
"Cells_Mean_LargeBODIPYObjects_Granularity_13_BODIPYRNA","Cells","BODIPYRNA","Granularity"
"Cells_Mean_LargeBODIPYObjects_Granularity_13_DNA","Cells","BODIPYRNA","Granularity"
"Cells_Mean_LargeBODIPYObjects_Granularity_13_Mito","Cells","BODIPYRNA","Granularity"
"Cells_Mean_LargeBODIPYObjects_Granularity_14_AGP","Cells","BODIPYRNA","Granularity"
"Cells_Mean_LargeBODIPYObjects_Granularity_14_BODIPYRNA","Cells","BODIPYRNA","Granularity"
"Cells_Mean_LargeBODIPYObjects_Granularity_14_DNA","Cells","BODIPYRNA","Granularity"
"Cells_Mean_LargeBODIPYObjects_Granularity_14_Mito","Cells","BODIPYRNA","Granularity"
"Cells_Mean_LargeBODIPYObjects_Granularity_15_AGP","Cells","BODIPYRNA","Granularity"
"Cells_Mean_LargeBODIPYObjects_Granularity_15_BODIPYRNA","Cells","BODIPYRNA","Granularity"
"Cells_Mean_LargeBODIPYObjects_Granularity_15_DNA","Cells","BODIPYRNA","Granularity"
"Cells_Mean_LargeBODIPYObjects_Granularity_15_Mito","Cells","BODIPYRNA","Granularity"
"Cells_Mean_LargeBODIPYObjects_Granularity_16_AGP","Cells","BODIPYRNA","Granularity"
"Cells_Mean_LargeBODIPYObjects_Granularity_16_BODIPYRNA","Cells","BODIPYRNA","Granularity"
"Cells_Mean_LargeBODIPYObjects_Granularity_16_DNA","Cells","BODIPYRNA","Granularity"
"Cells_Mean_LargeBODIPYObjects_Granularity_16_Mito","Cells","BODIPYRNA","Granularity"
"Cells_Mean_LargeBODIPYObjects_Granularity_1_AGP","Cells","BODIPYRNA","Granularity"
"Cells_Mean_LargeBODIPYObjects_Granularity_1_BODIPYRNA","Cells","BODIPYRNA","Granularity"
"Cells_Mean_LargeBODIPYObjects_Granularity_1_DNA","Cells","BODIPYRNA","Granularity"
"Cells_Mean_LargeBODIPYObjects_Granularity_1_Mito","Cells","BODIPYRNA","Granularity"
"Cells_Mean_LargeBODIPYObjects_Granularity_2_AGP","Cells","BODIPYRNA","Granularity"
"Cells_Mean_LargeBODIPYObjects_Granularity_2_BODIPYRNA","Cells","BODIPYRNA","Granularity"
"Cells_Mean_LargeBODIPYObjects_Granularity_2_DNA","Cells","BODIPYRNA","Granularity"
"Cells_Mean_LargeBODIPYObjects_Granularity_2_Mito","Cells","BODIPYRNA","Granularity"
"Cells_Mean_LargeBODIPYObjects_Granularity_3_AGP","Cells","BODIPYRNA","Granularity"
"Cells_Mean_LargeBODIPYObjects_Granularity_3_BODIPYRNA","Cells","BODIPYRNA","Granularity"
"Cells_Mean_LargeBODIPYObjects_Granularity_3_DNA","Cells","BODIPYRNA","Granularity"
"Cells_Mean_LargeBODIPYObjects_Granularity_3_Mito","Cells","BODIPYRNA","Granularity"
"Cells_Mean_LargeBODIPYObjects_Granularity_4_AGP","Cells","BODIPYRNA","Granularity"
"Cells_Mean_LargeBODIPYObjects_Granularity_4_BODIPYRNA","Cells","BODIPYRNA","Granularity"
"Cells_Mean_LargeBODIPYObjects_Granularity_4_DNA","Cells","BODIPYRNA","Granularity"
"Cells_Mean_LargeBODIPYObjects_Granularity_4_Mito","Cells","BODIPYRNA","Granularity"
"Cells_Mean_LargeBODIPYObjects_Granularity_5_AGP","Cells","BODIPYRNA","Granularity"
"Cells_Mean_LargeBODIPYObjects_Granularity_5_BODIPYRNA","Cells","BODIPYRNA","Granularity"
"Cells_Mean_LargeBODIPYObjects_Granularity_5_DNA","Cells","BODIPYRNA","Granularity"
"Cells_Mean_LargeBODIPYObjects_Granularity_5_Mito","Cells","BODIPYRNA","Granularity"
"Cells_Mean_LargeBODIPYObjects_Granularity_6_AGP","Cells","BODIPYRNA","Granularity"
"Cells_Mean_LargeBODIPYObjects_Granularity_6_BODIPYRNA","Cells","BODIPYRNA","Granularity"
"Cells_Mean_LargeBODIPYObjects_Granularity_6_DNA","Cells","BODIPYRNA","Granularity"
"Cells_Mean_LargeBODIPYObjects_Granularity_6_Mito","Cells","BODIPYRNA","Granularity"
"Cells_Mean_LargeBODIPYObjects_Granularity_7_AGP","Cells","BODIPYRNA","Granularity"
"Cells_Mean_LargeBODIPYObjects_Granularity_7_BODIPYRNA","Cells","BODIPYRNA","Granularity"
"Cells_Mean_LargeBODIPYObjects_Granularity_7_DNA","Cells","BODIPYRNA","Granularity"
"Cells_Mean_LargeBODIPYObjects_Granularity_7_Mito","Cells","BODIPYRNA","Granularity"
"Cells_Mean_LargeBODIPYObjects_Granularity_8_AGP","Cells","BODIPYRNA","Granularity"
"Cells_Mean_LargeBODIPYObjects_Granularity_8_BODIPYRNA","Cells","BODIPYRNA","Granularity"
"Cells_Mean_LargeBODIPYObjects_Granularity_8_DNA","Cells","BODIPYRNA","Granularity"
"Cells_Mean_LargeBODIPYObjects_Granularity_8_Mito","Cells","BODIPYRNA","Granularity"
"Cells_Mean_LargeBODIPYObjects_Granularity_9_AGP","Cells","BODIPYRNA","Granularity"
"Cells_Mean_LargeBODIPYObjects_Granularity_9_BODIPYRNA","Cells","BODIPYRNA","Granularity"
"Cells_Mean_LargeBODIPYObjects_Granularity_9_DNA","Cells","BODIPYRNA","Granularity"
"Cells_Mean_LargeBODIPYObjects_Granularity_9_Mito","Cells","BODIPYRNA","Granularity"
"Cells_Mean_LargeBODIPYObjects_Intensity_IntegratedIntensityEdge_BODIPYRNA","Cells","BODIPYRNA","Intensity"
"Cells_Mean_LargeBODIPYObjects_Intensity_IntegratedIntensity_BODIPYRNA","Cells","BODIPYRNA","Intensity"
"Cells_Mean_LargeBODIPYObjects_Intensity_LowerQuartileIntensity_BODIPYRNA","Cells","BODIPYRNA","Intensity"
"Cells_Mean_LargeBODIPYObjects_Intensity_MADIntensity_BODIPYRNA","Cells","BODIPYRNA","Intensity"
"Cells_Mean_LargeBODIPYObjects_Intensity_MassDisplacement_BODIPYRNA","Cells","BODIPYRNA","Intensity"
"Cells_Mean_LargeBODIPYObjects_Intensity_MaxIntensityEdge_BODIPYRNA","Cells","BODIPYRNA","Intensity"
"Cells_Mean_LargeBODIPYObjects_Intensity_MaxIntensity_BODIPYRNA","Cells","BODIPYRNA","Intensity"
"Cells_Mean_LargeBODIPYObjects_Intensity_MeanIntensityEdge_BODIPYRNA","Cells","BODIPYRNA","Intensity"
"Cells_Mean_LargeBODIPYObjects_Intensity_MeanIntensity_BODIPYRNA","Cells","BODIPYRNA","Intensity"
"Cells_Mean_LargeBODIPYObjects_Intensity_MedianIntensity_BODIPYRNA","Cells","BODIPYRNA","Intensity"
"Cells_Mean_LargeBODIPYObjects_Intensity_MinIntensityEdge_BODIPYRNA","Cells","BODIPYRNA","Intensity"
"Cells_Mean_LargeBODIPYObjects_Intensity_MinIntensity_BODIPYRNA","Cells","BODIPYRNA","Intensity"
"Cells_Mean_LargeBODIPYObjects_Intensity_StdIntensityEdge_BODIPYRNA","Cells","BODIPYRNA","Intensity"
"Cells_Mean_LargeBODIPYObjects_Intensity_StdIntensity_BODIPYRNA","Cells","BODIPYRNA","Intensity"
"Cells_Mean_LargeBODIPYObjects_Intensity_UpperQuartileIntensity_BODIPYRNA","Cells","BODIPYRNA","Intensity"
"Cells_Mean_LargeBODIPYObjects_Location_CenterMassIntensity_X_BODIPYRNA","Cells","BODIPYRNA","Location/Shape/Size/
Neighbor/Count"
"Cells_Mean_LargeBODIPYObjects_Location_CenterMassIntensity_Y_BODIPYRNA","Cells","BODIPYRNA","Location/Shape/Size/
Neighbor/Count"
"Cells_Mean_LargeBODIPYObjects_Location_CenterMassIntensity_Z_BODIPYRNA","Cells","BODIPYRNA","Location/Shape/Size/
Neighbor/Count"
"Cells_Mean_LargeBODIPYObjects_Location_Center_X","Cells","BODIPYRNA","Location/Shape/Size/
Neighbor/Count"
"Cells_Mean_LargeBODIPYObjects_Location_Center_Y","Cells","BODIPYRNA","Location/Shape/Size/
Neighbor/Count"
"Cells_Mean_LargeBODIPYObjects_Location_Center_Z","Cells","BODIPYRNA","Location/Shape/Size/
Neighbor/Count"
"Cells_Mean_LargeBODIPYObjects_Location_MaxIntensity_X_BODIPYRNA","Cells","BODIPYRNA","Location/Shape/Size/
Neighbor/Count"
"Cells_Mean_LargeBODIPYObjects_Location_MaxIntensity_Y_BODIPYRNA","Cells","BODIPYRNA","Location/Shape/Size/
Neighbor/Count"
"Cells_Mean_LargeBODIPYObjects_Location_MaxIntensity_Z_BODIPYRNA","Cells","BODIPYRNA","Location/Shape/Size/
Neighbor/Count"
"Cells_Mean_LargeBODIPYObjects_Number_Object_Number","Cells","BODIPYRNA","Location/Shape/Size/
Neighbor/Count"
"Cells_Mean_SmallBODIPYObjects_AreaShape_Area","Cells","BODIPYRNA","Location/Shape/Size/
Neighbor/Count"
"Cells_Mean_SmallBODIPYObjects_AreaShape_BoundingBoxArea","Cells","BODIPYRNA","Location/Shape/Size/
Neighbor/Count"
"Cells_Mean_SmallBODIPYObjects_AreaShape_BoundingBoxMaximum_X","Cells","BODIPYRNA","Location/Shape/Size/
Neighbor/Count"
"Cells_Mean_SmallBODIPYObjects_AreaShape_BoundingBoxMaximum_Y","Cells","BODIPYRNA","Location/Shape/Size/
Neighbor/Count"
"Cells_Mean_SmallBODIPYObjects_AreaShape_BoundingBoxMinimum_X","Cells","BODIPYRNA","Location/Shape/Size/
Neighbor/Count"
"Cells_Mean_SmallBODIPYObjects_AreaShape_BoundingBoxMinimum_Y","Cells","BODIPYRNA","Location/Shape/Size/
Neighbor/Count"
"Cells_Mean_SmallBODIPYObjects_AreaShape_Center_X","Cells","BODIPYRNA","Location/Shape/Size/
Neighbor/Count"
"Cells_Mean_SmallBODIPYObjects_AreaShape_Center_Y","Cells","BODIPYRNA","Location/Shape/Size/
Neighbor/Count"
"Cells_Mean_SmallBODIPYObjects_AreaShape_Compactness","Cells","BODIPYRNA","Location/Shape/Size/
Neighbor/Count"
"Cells_Mean_SmallBODIPYObjects_AreaShape_ConvexArea","Cells","BODIPYRNA","Location/Shape/Size/
Neighbor/Count"
"Cells_Mean_SmallBODIPYObjects_AreaShape_Eccentricity","Cells","BODIPYRNA","Location/Shape/Size/
Neighbor/Count"
"Cells_Mean_SmallBODIPYObjects_AreaShape_EquivalentDiameter","Cells","BODIPYRNA","Location/Shape/Size/
Neighbor/Count"
"Cells_Mean_SmallBODIPYObjects_AreaShape_EulerNumber","Cells","BODIPYRNA","Location/Shape/Size/
Neighbor/Count"
"Cells_Mean_SmallBODIPYObjects_AreaShape_Extent","Cells","BODIPYRNA","Location/Shape/Size/
Neighbor/Count"
"Cells_Mean_SmallBODIPYObjects_AreaShape_FormFactor","Cells","BODIPYRNA","Location/Shape/Size/
Neighbor/Count"
"Cells_Mean_SmallBODIPYObjects_AreaShape_MajorAxisLength","Cells","BODIPYRNA","Location/Shape/Size/
Neighbor/Count"
"Cells_Mean_SmallBODIPYObjects_AreaShape_MaxFeretDiameter","Cells","BODIPYRNA","Location/Shape/Size/
Neighbor/Count"
"Cells_Mean_SmallBODIPYObjects_AreaShape_MaximumRadius","Cells","BODIPYRNA","Location/Shape/Size/
Neighbor/Count"
"Cells_Mean_SmallBODIPYObjects_AreaShape_MeanRadius","Cells","BODIPYRNA","Location/Shape/Size/
Neighbor/Count"
"Cells_Mean_SmallBODIPYObjects_AreaShape_MedianRadius","Cells","BODIPYRNA","Location/Shape/Size/
Neighbor/Count"
"Cells_Mean_SmallBODIPYObjects_AreaShape_MinFeretDiameter","Cells","BODIPYRNA","Location/Shape/Size/
Neighbor/Count"
"Cells_Mean_SmallBODIPYObjects_AreaShape_MinorAxisLength","Cells","BODIPYRNA","Location/Shape/Size/
Neighbor/Count"
"Cells_Mean_SmallBODIPYObjects_AreaShape_Orientation","Cells","BODIPYRNA","Location/Shape/Size/
Neighbor/Count"
"Cells_Mean_SmallBODIPYObjects_AreaShape_Perimeter","Cells","BODIPYRNA","Location/Shape/Size/
Neighbor/Count"
"Cells_Mean_SmallBODIPYObjects_AreaShape_Solidity","Cells","BODIPYRNA","Location/Shape/Size/
Neighbor/Count"
"Cells_Mean_SmallBODIPYObjects_AreaShape_Zernike_0_0","Cells","BODIPYRNA","Location/Shape/Size/
Neighbor/Count"
"Cells_Mean_SmallBODIPYObjects_AreaShape_Zernike_1_1","Cells","BODIPYRNA","Location/Shape/Size/
Neighbor/Count"
"Cells_Mean_SmallBODIPYObjects_AreaShape_Zernike_2_0","Cells","BODIPYRNA","Location/Shape/Size/
Neighbor/Count"
"Cells_Mean_SmallBODIPYObjects_AreaShape_Zernike_2_2","Cells","BODIPYRNA","Location/Shape/Size/
Neighbor/Count"
"Cells_Mean_SmallBODIPYObjects_AreaShape_Zernike_3_1","Cells","BODIPYRNA","Location/Shape/Size/
Neighbor/Count"
"Cells_Mean_SmallBODIPYObjects_AreaShape_Zernike_3_3","Cells","BODIPYRNA","Location/Shape/Size/
Neighbor/Count"
"Cells_Mean_SmallBODIPYObjects_AreaShape_Zernike_4_0","Cells","BODIPYRNA","Location/Shape/Size/
Neighbor/Count"
"Cells_Mean_SmallBODIPYObjects_AreaShape_Zernike_4_2","Cells","BODIPYRNA","Location/Shape/Size/
Neighbor/Count"
"Cells_Mean_SmallBODIPYObjects_AreaShape_Zernike_4_4","Cells","BODIPYRNA","Location/Shape/Size/
Neighbor/Count"
"Cells_Mean_SmallBODIPYObjects_AreaShape_Zernike_5_1","Cells","BODIPYRNA","Location/Shape/Size/
Neighbor/Count"
"Cells_Mean_SmallBODIPYObjects_AreaShape_Zernike_5_3","Cells","BODIPYRNA","Location/Shape/Size/
Neighbor/Count"
"Cells_Mean_SmallBODIPYObjects_AreaShape_Zernike_5_5","Cells","BODIPYRNA","Location/Shape/Size/
Neighbor/Count"
"Cells_Mean_SmallBODIPYObjects_AreaShape_Zernike_6_0","Cells","BODIPYRNA","Location/Shape/Size/
Neighbor/Count"
"Cells_Mean_SmallBODIPYObjects_AreaShape_Zernike_6_2","Cells","BODIPYRNA","Location/Shape/Size/
Neighbor/Count"
"Cells_Mean_SmallBODIPYObjects_AreaShape_Zernike_6_4","Cells","BODIPYRNA","Location/Shape/Size/
Neighbor/Count"
"Cells_Mean_SmallBODIPYObjects_AreaShape_Zernike_6_6","Cells","BODIPYRNA","Location/Shape/Size/
Neighbor/Count"
